0,.,2,0,0,0.8387755102040816,0.8387755102040816,1233
0,.,2,1,1,0.16122448979591836,.,237
1,.,2,0,0,0.8956356736242884,0.8956356736242884,944
1,.,2,1,1,0.10436432637571158,.,110
2,.,2,0,0,0.6947115384615384,0.6947115384615384,289
2,.,2,1,1,0.30528846153846156,.,127
3,.,2,0,0,0.6704545454545454,0.6704545454545454,59
3,.,2,1,1,0.32954545454545453,.,29
4,4,2,0,0,0.9161490683229814,0.9161490683229814,885
4,4,2,1,1,0.08385093167701864,.,81
5,.,2,0,0,0.46258503401360546,.,68
5,.,2,1,1,0.5374149659863946,0.5374149659863946,79
6,.,2,0,0,0.8215613382899628,0.8215613382899628,221
6,.,2,1,1,0.17843866171003717,.,48
7,.,2,0,0,0.55,0.55,33
7,.,2,1,1,0.45,.,27
8,8,2,0,0,0.9285714285714286,0.9285714285714286,26
8,8,2,1,1,0.07142857142857142,.,2
9,.,2,0,0,0.3409090909090909,.,30
9,.,2,1,1,0.6590909090909091,0.6590909090909091,58
10,.,2,0,0,0.6440677966101694,0.6440677966101694,38
10,.,2,1,1,0.3559322033898305,.,21
11,.,2,0,0,0.9058823529411765,0.9058823529411765,154
11,.,2,1,1,0.09411764705882353,.,16
12,.,2,0,0,0.6767676767676768,0.6767676767676768,67
12,.,2,1,1,0.32323232323232326,.,32
13,.,2,0,0,0.4807692307692308,.,25
13,.,2,1,1,0.5192307692307693,0.5192307692307693,27
14,14,2,0,0,1.0,1.0,8
14,14,2,1,1,0.0,.,0
15,.,2,0,0,0.4,.,30
15,.,2,1,1,0.6,0.6,45
16,16,2,0,0,0.0,.,0
16,16,2,1,1,1.0,1.0,13
17,.,2,0,0,0.58,0.58,29
17,.,2,1,1,0.42,.,21
18,18,2,0,0,1.0,1.0,9
18,18,2,1,1,0.0,.,0
19,19,2,0,0,0.9395973154362416,0.9395973154362416,140
19,19,2,1,1,0.06040268456375839,.,9
20,.,2,0,0,0.6666666666666666,0.6666666666666666,14
20,.,2,1,1,0.3333333333333333,.,7
21,21,2,0,0,0.8208955223880597,0.8208955223880597,55
21,21,2,1,1,0.1791044776119403,.,12
22,22,2,0,0,0.375,.,12
22,22,2,1,1,0.625,0.625,20
23,23,2,0,0,0.22727272727272727,.,5
23,23,2,1,1,0.7727272727272727,0.7727272727272727,17
24,24,2,0,0,0.6666666666666666,0.6666666666666666,20
24,24,2,1,1,0.3333333333333333,.,10
25,25,2,0,0,0.21052631578947367,.,8
25,25,2,1,1,0.7894736842105263,0.7894736842105263,30
26,26,2,0,0,0.5945945945945946,0.5945945945945946,22
26,26,2,1,1,0.40540540540540543,.,15
27,27,2,0,0,0.0,.,0
27,27,2,1,1,1.0,1.0,5
28,28,2,0,0,0.6444444444444445,0.6444444444444445,29
28,28,2,1,1,0.35555555555555557,.,16
29,29,2,0,0,0.16666666666666666,.,1
29,29,2,1,1,0.8333333333333334,0.8333333333333334,5
30,30,2,0,0,0.8666666666666667,0.8666666666666667,13
30,30,2,1,1,0.13333333333333333,.,2
