1,23056.0,830,2.42E7,-1,-1
2,23072.0,830,2.17E7,755,408
3,20909.0,830,3.17E7,768,545
4,21322.0,830,2.11E7,768,408
5,21784.0,830,1.65E7,768,408
6,22966.0,830,5.18E7,229,545
7,21896.0,830,3.86E7,768,408
8,23162.0,830,4.57E7,143,408
9,23058.0,830,2.93E7,489,545
10,21182.0,830,2.62E7,577,545
11,22277.0,830,2.32E7,577,545
12,22701.0,830,2.04E7,768,408
13,22784.0,830,2.02E7,768,408
14,20832.0,830,1.69E7,768,545
15,22561.0,830,1.9E7,771,545
16,23121.0,830,5.18E7,-1,-1
18,23128.0,830,1.2E8,206,408
17,23035.0,437,3.61E7,388,545
19,22841.0,437,3.01E7,763,408
20,22814.0,830,1.553E8,577,545
21,22989.0,830,1.502E8,577,545
22,21266.0,830,2.06E7,763,408
23,22259.0,830,9.22E7,304,545
24,23001.0,830,1.576E8,-1,-1
25,22092.0,437,3.66E7,122,545
27,22946.0,830,8.0E7,230,408
26,22673.0,830,9.46E7,577,545
28,23055.0,830,1.84E7,388,408
29,23009.0,437,7.82E7,579,545
30,21217.0,830,1.81E7,768,545
31,23112.0,830,4.79E7,768,545
32,22750.0,830,2.37E7,767,545
33,22960.0,830,3.58E7,763,545
34,23146.0,830,2.61E7,768,408
35,20951.0,830,3.09E7,94,545
36,21371.0,830,2.97E7,-1,-1
37,21917.0,830,2.79E7,-1,-1
38,22854.0,830,2.4E7,755,545
42,22582.0,830,2.81E7,229,408
41,22421.0,830,2.73E7,768,408
43,23168.0,830,5.25E7,768,545
44,18353.0,437,1.76E7,-1,-1
45,23149.0,437,1.66E7,206,408
52,21359.0,830,1.88E7,305,545
56,23106.0,830,2.211E8,768,545
49,22624.0,830,3.76E7,47,408
50,22503.0,830,1.57E7,768,545
51,23030.0,830,4.61E7,-1,-1
54,23156.0,830,3.34E7,-1,-1
55,22754.0,830,1.6E7,770,545
57,22328.0,830,2.26E7,763,545
61,20127.0,437,5.25E7,768,545
62,20499.0,437,3.95E7,789,408
63,20920.0,437,4.02E7,768,545
64,21403.0,437,3.86E7,768,545
65,21969.0,437,4.39E7,768,545
66,22754.0,437,8.08E7,768,545
67,21777.0,830,2.66E7,-1,-1
68,21539.0,830,1.93E7,768,408
69,23177.0,437,2.15E7,304,408
70,22722.0,830,2.33E7,593,408
71,23142.0,830,9.43E7,577,545
72,19417.0,437,2.01E7,99,408
73,19888.0,437,1.59E7,-1,-1
74,20748.0,830,2.54E7,419,545
75,21182.0,830,2.42E7,577,408
76,21705.0,830,2.34E7,768,408
77,23176.0,830,1.399E8,-1,-1
78,21650.0,830,1.76E7,95,545
79,23030.0,830,3.52E7,768,545
80,23156.0,830,5.16E7,763,408
81,22484.0,830,1.62E7,229,408
82,23170.0,830,1.467E8,577,545
83,20167.0,437,2.27E7,768,545
84,21481.0,830,5.2E7,763,545
86,23023.0,830,3.05E7,767,545
87,22274.0,830,1.366E8,768,545
88,22729.0,830,1.334E8,-1,-1
89,23008.0,830,1.6E7,577,545
90,22704.0,830,1.207E8,577,545
92,22823.0,830,1.81E7,577,545
91,22643.0,437,1.017E8,-1,-1
93,23064.0,830,1.76E7,304,408
96,23184.0,830,1.98E7,768,545
97,21483.0,830,2.3E7,768,545
98,23119.0,830,2.4E7,763,545
101,21686.0,830,2.18E7,-1,-1
102,21882.0,830,1.69E7,-1,-1
103,22921.0,437,1.64E7,94,408
104,23121.0,830,2.1E7,755,408
105,23093.0,830,4.17E7,283,408
106,23073.0,830,3.62E7,768,408
107,23107.0,830,7.78E7,779,408
108,23044.0,830,2.77E7,283,545
114,22066.0,437,1.362E8,-1,-1
115,22266.0,437,1.023E8,-1,-1
116,22431.0,437,9.14E7,-1,-1
117,22567.0,437,8.25E7,-1,-1
118,22735.0,437,5.66E7,-1,-1
119,22893.0,830,4.28E7,-1,-1
120,23055.0,437,5.52E7,784,545
121,23110.0,830,3.42E7,784,545
109,22155.0,830,3.4E7,768,408
110,22155.0,830,2.86E7,768,408
111,22281.0,830,2.84E7,-1,-1
112,22645.0,830,3.21E7,-1,-1
113,22897.0,830,4.89E7,-1,-1
124,23100.0,830,4.56E7,600,545
125,23024.0,830,2.348E8,577,545
126,21897.0,830,1.203E8,577,545
127,23041.0,830,2.21E7,-1,-1
128,22113.0,830,2.22E7,768,545
129,22901.0,830,1.81E7,491,545
130,22909.0,830,6.35E7,768,545
131,23086.0,830,1.66E7,763,545
132,22995.0,830,2.1E7,763,545
133,22945.0,830,1.87E7,771,545
134,23036.0,830,1.74E7,-1,-1
135,22111.0,830,2.7E7,388,545
136,22678.0,830,1.6E7,-1,-1
137,21154.0,830,2.41E7,229,545
138,23004.0,830,3.62E7,-1,-1
139,22869.0,830,2.9E7,768,408
140,21672.0,830,2.21E7,768,545
141,22043.0,830,1.98E7,-1,-1
142,22966.0,830,3.09E7,-1,-1
146,20719.0,830,9.85E7,768,545
147,21090.0,830,6.72E7,789,408
148,21707.0,830,2.92E7,577,545
149,22890.0,830,3.24E7,95,545
150,22895.0,437,2.13E7,769,545
151,23073.0,830,6.95E7,577,545
152,22904.0,830,2.04E7,768,408
153,23115.0,830,1.947E8,577,545
154,23023.0,830,6.16E7,768,408
155,22428.0,437,1.77E7,-1,-1
156,22638.0,830,2.52E7,-1,-1
157,20265.0,830,2.34E7,768,545
158,20461.0,830,1.6E7,768,408
159,22945.0,830,1.86E7,762,545
160,21104.0,830,2.71E7,768,545
161,21470.0,830,2.01E7,544,545
162,22058.0,830,1.64E7,768,408
163,22575.0,830,1.81E7,264,408
164,22912.0,830,2.59E7,768,545
165,22945.0,830,1.75E7,768,545
166,22876.0,830,2.92E7,47,545
167,21833.0,830,1.57E7,768,408
168,20986.0,830,4.06E7,768,545
169,21168.0,830,3.82E7,768,545
170,21392.0,830,3.11E7,-1,-1
171,21826.0,437,2.74E7,388,545
172,22022.0,437,2.49E7,-1,-1
173,22902.0,437,2.1E7,389,545
174,21462.0,830,1.74E7,579,545
175,22967.0,830,3.0E7,419,408
176,23098.0,830,3.97E7,283,408
177,22190.0,830,4.83E7,768,545
178,22636.0,830,5.33E7,-1,-1
179,23000.0,830,1.611E8,-1,-1
180,22181.0,830,1.67E7,763,408
181,22953.0,830,3.06E7,767,408
182,23056.0,830,6.06E7,122,545
183,22029.0,830,8.61E7,768,408
184,23177.0,830,2.018E8,419,408
185,22825.0,830,1.359E8,577,545
212,23155.0,830,2.662E8,768,545
186,23147.0,437,5.06E7,-1,-1
187,23161.0,437,2.065E8,122,545
188,21740.0,830,1.73E7,768,545
189,22945.0,830,1.75E7,768,545
190,23077.0,830,5.17E7,227,408
191,22302.0,830,2.55E7,303,545
192,22904.0,830,2.95E7,763,408
193,22449.0,830,2.52E7,768,408
194,20790.0,830,3.73E7,-1,-1
195,21328.0,830,2.84E7,763,408
196,22021.0,830,2.78E7,-1,-1
197,23030.0,830,7.1E7,-1,-1
198,22085.0,830,2.43E7,768,408
199,22314.0,830,9.12E7,768,545
200,22981.0,830,2.515E8,-1,-1
201,22973.0,830,2.44E7,304,545
202,22918.0,830,2.29E7,-1,-1
203,23113.0,830,8.46E7,768,545
204,22688.0,830,3.38E7,-1,-1
205,23065.0,830,9.02E7,783,545
209,23043.0,830,2.31E7,768,545
210,23099.0,437,2.44E7,304,545
211,22939.0,830,4.62E7,768,545
213,23056.0,830,5.31E7,767,545
214,20510.0,830,1.96E7,768,545
215,20797.0,830,1.71E7,768,545
216,21084.0,830,2.18E7,768,408
217,21889.0,830,2.15E7,-1,-1
218,22285.0,830,7.16E7,-1,-1
219,22502.0,830,4.26E7,-1,-1
220,22572.0,830,3.29E7,-1,-1
221,22677.0,830,3.38E7,-1,-1
222,22851.0,830,2.39E7,-1,-1
223,22950.0,830,3.95E7,-1,-1
224,23089.0,830,4.58E7,-1,-1
225,22547.0,830,3.93E7,206,545
226,23058.0,830,4.6E7,-1,-1
232,20783.0,830,1.71E7,768,545
233,22335.0,830,3.021E8,768,545
234,23015.0,830,6.651E8,763,408
235,23183.0,830,3.66E7,768,545
236,23002.0,830,1.429E8,768,408
237,20741.0,830,1.65E7,768,408
238,22306.0,830,2.27E7,-1,-1
239,22621.0,830,1.8E7,-1,-1
240,22907.0,830,2.54E7,-1,-1
241,21601.0,437,1.78E7,39,545
242,22988.0,437,1.93E7,-1,-1
243,21145.0,830,2.99E7,768,545
244,21368.0,830,3.27E7,768,545
245,21700.0,830,3.13E7,58,408
246,22122.0,830,2.35E7,768,408
247,22523.0,830,3.15E7,-1,-1
248,21861.0,830,2.29E7,763,545
249,22992.0,830,1.74E7,304,545
250,22943.0,830,4.03E7,-1,-1
251,22988.0,830,4.25E7,780,408
252,22904.0,830,2.8E7,46,545
253,22946.0,830,3.38E7,-1,-1
254,23154.0,830,2.36E7,227,408
255,22987.0,830,6.2E7,767,408
256,22902.0,830,2.77E7,46,545
257,22757.0,830,1.6E7,763,545
258,22153.0,437,2.4E7,-1,-1
259,22874.0,830,3.91E7,768,408
260,22923.0,830,3.21E7,489,545
261,22498.0,830,2.76E7,53,545
262,22673.0,830,1.78E7,768,408
263,22520.0,830,6.9E7,577,545
265,21986.0,830,3.5E7,577,545
266,22448.0,830,3.21E7,577,545
267,19390.0,437,2.0E7,768,545
268,22067.0,830,2.79E7,-1,-1
269,21378.0,830,1.86E7,768,408
270,23118.0,830,3.39E7,768,545
271,23170.0,830,1.74E7,-1,-1
272,23108.0,830,9.23E7,604,408
273,22804.0,830,2.57E7,768,408
274,23000.0,830,2.28E7,-1,-1
275,22672.0,830,2.38E7,579,545
276,23093.0,830,5.16E7,-1,-1
277,22105.0,437,3.0E7,763,408
278,22946.0,830,1.57E7,579,545
279,22673.0,830,1.78E7,768,545
280,23086.0,830,3.01E7,208,408
281,23055.0,830,4.38E7,579,545
282,23072.0,830,3.97E7,577,545
284,23121.0,830,3.06E7,-1,-1
286,23044.0,830,3.95E7,579,408
287,21406.0,830,2.66E7,768,545
288,22575.0,830,2.15E7,768,545
289,22967.0,830,1.74E7,-1,-1
290,22949.0,830,4.31E7,763,545
291,22867.0,830,2.4E7,768,545
292,22799.0,830,1.8E7,47,408
293,22687.0,830,3.48E7,768,545
294,22316.0,830,2.95E7,85,545
295,23091.0,830,2.98E7,-1,-1
298,22722.0,830,2.97E7,768,545
300,22086.0,830,5.18E7,-1,-1
301,21945.0,830,2.95E7,577,545
309,23030.0,830,4.71E7,577,408
306,23133.0,830,2.42E7,776,545
308,22615.0,830,2.05E7,-1,-1
307,23092.0,830,1.97E7,428,408
310,23029.0,437,2.68E7,304,545
311,22176.0,830,2.73E7,768,545
312,22302.0,830,1.96E7,-1,-1
313,22421.0,830,2.19E7,-1,-1
314,22617.0,830,2.08E7,-1,-1
315,22847.0,830,2.17E7,768,408
316,22701.0,830,2.59E7,577,545
317,23011.0,830,2.525E8,768,545
318,23071.0,830,1.98E7,-1,-1
319,22533.0,830,1.68E7,768,408
320,22854.0,830,3.5E7,768,545
321,23100.0,830,6.85E7,577,408
322,23128.0,830,2.01E7,768,545
323,23178.0,437,3.52E7,577,545
324,22253.0,830,2.27E7,-1,-1
325,23037.0,830,2.06E7,-1,-1
326,23148.0,830,2.44E7,768,545
327,22876.0,830,1.65E7,227,545
328,22559.0,830,2.01E7,-1,-1
329,20684.0,437,2.76E7,100,408
330,22840.0,830,2.33E7,768,545
331,23022.0,830,2.64E7,-1,-1
333,18875.0,437,9.47E7,391,545
334,21777.0,437,9.25E7,-1,-1
335,23009.0,437,4.296E8,-1,-1
336,22981.0,830,2.68E7,-1,-1
