18143,.,10241,100000.0
18128,.,10241,100000.0
18129,.,10241,200000.0
18130,.,10241,100000.0
18131,.,10241,100000.0
18127,22665.0,10241,100000.0
18134,.,10241,100000.0
18138,.,10241,1.86E7
18137,.,10241,200000.0
18135,.,10241,200000.0
18132,.,10241,100000.0
18136,.,10241,100000.0
18139,.,10241,100000.0
18133,.,10241,2400000.0
18141,.,10241,200000.0
18140,.,10241,400000.0
18142,.,10241,1800000.0
11,.,10241,2.27E7
12155,.,10241,300000.0
11567,.,10241,200000.0
12175,.,10241,100000.0
12235,.,10241,300000.0
12432,.,10241,200000.0
2692,.,10241,200000.0
4342,22953.0,17930,600000.0
6750,.,10241,3000000.0
10668,23190.0,10241,1200000.0
3348,.,10241,100000.0
18125,.,10241,100000.0
12,22166.0,17930,1.07E7
13,.,10241,800000.0
14,.,10241,200000.0
16,.,10241,200000.0
17,.,10241,200000.0
18,.,10241,1800000.0
19,23056.0,17930,2.42E7
21,.,17930,100000.0
22,.,17930,200000.0
15,22022.0,17930,1600000.0
20,21070.0,17930,3500000.0
4,.,10241,1000000.0
5,22496.0,17930,400000.0
6,.,10241,3100000.0
7,.,10241,600000.0
8,22139.0,17930,2500000.0
23,.,10241,500000.0
24,.,10241,1400000.0
25,23072.0,17930,2.17E7
26,.,17930,600000.0
27,.,10241,8400000.0
28,.,10241,100000.0
29,.,10241,100000.0
30,.,10241,2600000.0
31,.,10241,600000.0
32,.,10241,1.22E7
33,.,10241,300000.0
36,21987.0,17930,3700000.0
37,.,10241,1100000.0
38,.,10241,300000.0
39,.,10241,300000.0
40,.,10241,200000.0
34,.,10241,1.34E7
35,.,10241,1300000.0
41,.,10241,100000.0
42,.,10241,100000.0
43,.,10241,100000.0
44,22638.0,17930,400000.0
45,.,10241,100000.0
46,.,10241,100000.0
47,22699.0,10241,700000.0
48,.,10241,700000.0
49,.,10241,2300000.0
50,.,10241,2400000.0
51,.,10241,1.3E7
52,.,10241,100000.0
53,.,10241,400000.0
54,.,10241,100000.0
55,21791.0,10241,4800000.0
56,.,10241,1500000.0
57,.,10241,200000.0
58,.,10241,1.13E7
59,.,10241,300000.0
60,.,10241,1.76E7
61,.,10241,600000.0
62,20909.0,17930,100000.0
63,21784.0,17930,100000.0
64,20909.0,17930,3.17E7
65,21322.0,17930,2.11E7
66,21784.0,17930,1.65E7
67,22071.0,17930,9900000.0
70,22629.0,17930,1600000.0
68,.,10241,100000.0
69,22869.0,17930,3100000.0
71,20734.0,17930,400000.0
72,.,10241,700000.0
73,22613.0,17930,3700000.0
74,.,10241,1.1E7
75,21637.0,17930,100000.0
76,.,10241,100000.0
77,.,10241,3000000.0
78,.,10241,1.12E7
79,.,10241,4200000.0
80,22043.0,10241,900000.0
81,22966.0,17930,5.18E7
82,.,10241,2000000.0
83,.,10241,1500000.0
84,.,10241,1500000.0
85,.,10241,3800000.0
86,21112.0,17930,8700000.0
87,.,10241,400000.0
88,.,10241,1700000.0
89,.,10241,100000.0
90,21518.0,17930,1800000.0
91,.,10241,100000.0
92,.,10241,400000.0
93,21686.0,17930,900000.0
94,.,10241,100000.0
95,.,10241,4900000.0
96,.,10241,3.71E7
97,.,10241,5.0E7
98,.,10241,300000.0
99,.,10241,400000.0
100,.,10241,100000.0
101,.,17930,500000.0
102,.,10241,100000.0
103,.,10241,700000.0
104,.,10241,1.82E7
105,.,10241,100000.0
106,.,10241,1400000.0
107,.,10241,100000.0
108,22939.0,17930,1.19E7
110,.,10241,2000000.0
109,.,10241,1.11E7
111,22120.0,10241,2400000.0
112,.,10241,100000.0
113,.,10241,1.62E7
114,.,10241,2600000.0
115,.,10241,200000.0
116,.,10241,200000.0
117,21467.0,17930,6900000.0
118,.,10241,800000.0
119,.,10241,1100000.0
120,.,10241,300000.0
121,.,10241,1500000.0
122,.,10241,300000.0
123,.,10241,800000.0
124,.,10241,500000.0
125,.,10241,500000.0
126,.,10241,1100000.0
127,.,10241,300000.0
128,.,10241,100000.0
129,.,10241,300000.0
130,.,10241,4400000.0
131,22939.0,17930,1.12E7
132,.,10241,2000000.0
134,.,10241,100000.0
135,.,10241,100000.0
136,.,10241,700000.0
138,.,17930,2700000.0
139,.,10241,1100000.0
137,.,10241,1800000.0
133,.,10241,100000.0
141,20782.0,17930,6800000.0
142,21301.0,17930,4500000.0
143,21707.0,17930,2800000.0
144,22141.0,17930,2500000.0
145,.,10241,5100000.0
146,.,10241,100000.0
147,.,17930,300000.0
148,.,10241,100000.0
149,.,10241,5400000.0
150,.,10241,3700000.0
152,.,10241,600000.0
153,.,10241,200000.0
151,.,10241,2200000.0
154,.,10241,1900000.0
155,.,10241,300000.0
156,.,17930,2.5E7
157,22762.0,17930,1.5E7
158,.,10241,300000.0
159,21945.0,10241,500000.0
140,.,10241,700000.0
160,21539.0,17930,9000000.0
161,21742.0,17930,5900000.0
162,.,10241,100000.0
163,.,10241,1100000.0
164,.,10241,200000.0
165,22769.0,17930,2300000.0
166,.,10241,100000.0
167,.,10241,1600000.0
168,22776.0,17930,4600000.0
169,.,10241,100000.0
170,.,17930,6300000.0
171,.,17930,4300000.0
172,.,10241,2500000.0
173,.,10241,8600000.0
174,.,10241,100000.0
176,.,10241,200000.0
175,21776.0,10241,500000.0
178,.,10241,300000.0
177,.,10241,900000.0
179,.,10241,1.66E7
180,.,10241,700000.0
181,.,10241,1.51E7
182,.,10241,100000.0
183,.,10241,100000.0
185,.,10241,200000.0
186,21742.0,10241,900000.0
187,.,10241,100000.0
188,.,10241,100000.0
184,.,10241,200000.0
189,.,10241,100000.0
190,.,10241,100000.0
191,.,10241,200000.0
192,21525.0,17930,100000.0
193,.,10241,1200000.0
194,.,10241,200000.0
195,.,10241,700000.0
196,22307.0,17930,3500000.0
197,.,10241,100000.0
198,.,10241,200000.0
199,.,10241,100000.0
200,21280.0,17930,400000.0
201,.,10241,100000.0
202,21126.0,10241,3700000.0
203,21896.0,17930,3.86E7
204,.,17930,300000.0
205,.,10241,6900000.0
206,.,10241,300000.0
207,.,10241,1700000.0
210,21539.0,17930,2000000.0
209,.,10241,1000000.0
211,.,10241,400000.0
212,.,10241,300000.0
213,.,10241,100000.0
214,.,10241,500000.0
215,.,10241,100000.0
216,22595.0,17930,4200000.0
218,.,10241,600000.0
219,.,10241,200000.0
220,.,10241,100000.0
221,.,10241,200000.0
222,.,10241,100000.0
223,23007.0,17930,1.16E7
224,.,10241,300000.0
208,20754.0,17930,200000.0
217,.,10241,100000.0
225,.,10241,100000.0
226,.,10241,2300000.0
227,21406.0,10241,8300000.0
228,.,10241,300000.0
229,21175.0,17930,1.18E7
230,.,17930,6200000.0
231,21728.0,17930,1600000.0
232,22000.0,17930,1000000.0
233,22085.0,10241,100000.0
234,.,10241,9600000.0
235,.,10241,300000.0
236,22729.0,17930,1400000.0
237,.,10241,200000.0
238,23181.0,10241,3300000.0
239,.,10241,1100000.0
240,.,10241,100000.0
241,.,10241,700000.0
242,.,10241,100000.0
243,.,10241,300000.0
245,.,10241,200000.0
244,.,10241,5000000.0
246,.,10241,100000.0
247,.,10241,300000.0
248,.,10241,100000.0
249,.,10241,100000.0
250,.,10241,100000.0
644,.,10241,100000.0
496,.,10241,100000.0
1216,.,10241,100000.0
1217,.,10241,200000.0
251,.,10241,3300000.0
252,22203.0,17930,6200000.0
253,21189.0,10241,3700000.0
254,.,10241,100000.0
255,.,10241,1500000.0
256,.,17930,500000.0
256,23162.0,17930,4.57E7
257,.,10241,200000.0
258,.,10241,100000.0
259,.,10241,500000.0
260,.,10241,200000.0
261,.,10241,100000.0
262,.,10241,200000.0
263,.,10241,100000.0
264,.,10241,100000.0
265,.,10241,100000.0
266,.,10241,200000.0
267,22608.0,10241,2600000.0
268,.,10241,100000.0
270,.,10241,100000.0
271,.,10241,600000.0
272,.,10241,300000.0
273,22263.0,17930,2100000.0
274,22630.0,17930,1600000.0
275,.,10241,1800000.0
276,22610.0,17930,2400000.0
277,.,10241,800000.0
278,.,10241,500000.0
279,.,10241,900000.0
280,.,10241,600000.0
281,.,10241,200000.0
282,.,10241,200000.0
283,.,17930,300000.0
284,.,10241,100000.0
285,.,10241,3800000.0
286,21140.0,17930,3100000.0
287,21888.0,17930,2600000.0
288,21518.0,17930,2600000.0
289,.,10241,1900000.0
290,.,10241,100000.0
291,.,10241,3000000.0
292,.,17930,2800000.0
293,.,10241,400000.0
294,22475.0,17930,3700000.0
295,.,17930,8800000.0
296,.,17930,9300000.0
297,.,10241,100000.0
298,22589.0,17930,200000.0
299,.,10241,1100000.0
300,.,10241,1100000.0
301,.,10241,600000.0
302,22854.0,17930,800000.0
303,.,10241,300000.0
304,.,10241,900000.0
305,.,10241,300000.0
306,.,10241,200000.0
307,.,10241,100000.0
308,.,10241,1300000.0
309,.,10241,1.63E7
310,.,10241,4400000.0
311,.,10241,2000000.0
312,.,10241,100000.0
313,.,10241,100000.0
314,.,10241,600000.0
