35,55,97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,55,51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,115,116,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0
35,120,121,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0
35,87,11,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,7.0
35,80,62,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0
35,120,90,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0
35,115,117,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0
35,115,91,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,5.0
35,115,63,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0
35,31,99,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,8.0
35,87,124,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,7.0
35,55,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,123,114,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0
35,55,88,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,5.0
35,80,92,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0
35,123,122,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0
35,55,36,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,3.0
35,80,81,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0
35,115,93,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0
35,55,118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,55,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,33,9,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,8.0
35,33,34,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,6.0
35,46,52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,46,47,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0
