6,6.53
42,5.5
62,5.25
24,5.0
25,5.0
72,5.0
57,4.9
95,4.5
71,4.5
5,4.5
78,4.5
88,4.5
74,4.4
86,4.36
35,4.35
70,4.35
54,4.25
19,4.25
13,4.25
92,4.08
16,4.0
60,4.0
93,4.0
90,4.0
82,4.0
51,4.0
89,4.0
79,3.95
53,3.85
98,3.81
10,3.81
68,3.81
1,3.8
45,3.79
36,3.76
52,3.75
83,3.75
12,3.75
66,3.75
20,3.75
85,3.75
23,3.55
49,3.5
38,3.5
47,3.5
8,3.5
4,3.5
80,3.5
32,3.5
96,3.5
94,3.5
69,3.5
41,3.5
30,3.5
40,3.5
55,3.5
64,3.35
99,3.27
28,3.27
91,3.27
29,3.26
37,3.25
87,3.25
3,3.25
50,3.25
14,3.25
22,3.25
43,3.25
27,3.25
75,3.25
81,3.25
9,3.25
15,3.25
33,3.25
73,3.25
17,3.25
7,3.24
11,3.2
67,3.15
18,3.05
34,3.0
63,3.0
39,3.0
97,3.0
31,3.0
0,3.0
21,3.0
44,3.0
77,3.0
56,3.0
26,3.0
61,3.0
84,3.0
59,3.0
2,3.0
46,3.0
58,3.0
48,3.0
76,3.0
65,3.0
