20357.0,677,772,2.5,208,5,208
20357.0,43,772,2.5,211,5,211
20359.0,752,772,3.0,214,5,214
20359.0,667,735,3.25,213,5,213
20360.0,722,772,2.0,215,5,215
20361.0,804,772,2.5,217,5,217
20361.0,713,772,2.5,216,5,216
20364.0,792,772,2.5,220,5,220
20364.0,700,772,1.5,219,5,219
20364.0,650,772,2.0,218,5,218
20366.0,96,772,2.75,207,5,207
20367.0,807,772,2.25,209,5,209
20367.0,733,772,1.75,210,5,210
20368.0,825,772,2.75,212,5,212
20374.0,633,772,1.0,221,5,221
20375.0,654,735,3.79,204,5,204
20381.0,846,772,2.25,224,5,224
20381.0,769,772,2.75,223,5,223
20383.0,658,772,2.75,225,5,225
20388.0,665,735,3.5,231,5,231
20388.0,131,772,2.85,230,5,230
20394.0,731,772,1.0,226,5,226
20397.0,761,772,2.75,227,5,227
20397.0,683,772,2.25,228,5,228
20398.0,732,687,3.75,229,5,229
20399.0,105,735,3.55,233,5,233
20399.0,44,735,3.0,232,5,232
20402.0,149,772,2.75,222,5,222
20405.0,25,772,3.0,171,5,171
20406.0,723,772,2.75,172,5,172
20406.0,642,772,1.75,174,5,174
20410.0,647,772,2.5,175,5,175
20411.0,777,772,3.0,176,5,176
20412.0,871,772,2.25,178,5,178
20412.0,113,735,5.0,177,5,177
20413.0,750,772,3.0,179,5,179
20416.0,802,772,2.25,173,5,173
20425.0,794,772,2.75,169,5,169
20427.0,676,735,4.0,170,5,170
20432.0,680,772,2.5,163,5,163
20435.0,87,772,2.75,165,5,165
20438.0,151,735,2.5,168,5,168
20439.0,20,772,1.0,161,5,161
20442.0,26,772,3.0,162,5,162
20444.0,129,735,3.5,164,5,164
20446.0,841,772,2.0,166,5,166
20448.0,810,772,2.5,167,5,167
20450.0,108,772,2.5,160,5,160
20453.0,766,735,3.25,159,5,159
20453.0,665,735,3.5,158,5,158
20458.0,670,772,2.25,248,6,248
20479.0,795,772,2.5,249,6,249
20482.0,678,772,2.5,250,6,250
20497.0,149,772,2.5,252,6,252
20497.0,53,772,2.45,251,6,251
20528.0,14,772,2.5,253,6,253
20536.0,703,772,2.25,260,6,260
20563.0,694,772,1.5,265,6,265
20573.0,740,772,3.15,266,6,266
20574.0,696,772,2.5,261,6,261
20576.0,686,772,2.5,262,6,262
20577.0,753,772,2.45,264,6,264
20577.0,698,772,1.5,263,6,263
20579.0,727,772,3.0,268,6,268
20591.0,93,772,2.5,269,6,269
20597.0,805,772,2.75,270,6,270
20598.0,710,152,5.25,267,6,267
20606.0,22,772,1.0,274,6,274
20614.0,800,772,3.25,272,6,272
20614.0,665,772,2.75,273,6,273
20616.0,788,772,2.5,275,6,275
20622.0,64,735,3.25,276,6,276
20631.0,744,772,2.75,277,6,277
20632.0,675,772,2.5,279,6,279
20632.0,135,772,2.25,278,6,278
20634.0,88,735,3.75,281,6,281
20634.0,27,772,2.25,280,6,280
20637.0,781,152,3.95,282,6,282
20662.0,144,772,2.25,286,6,286
20662.0,40,772,2.45,285,6,285
20663.0,73,772,2.75,284,6,284
20673.0,789,772,2.5,283,6,283
20673.0,102,772,2.0,287,6,287
20679.0,661,772,3.0,290,6,290
20679.0,623,772,1.0,289,6,289
20684.0,693,735,3.0,293,6,293
20685.0,636,772,2.95,294,6,294
20686.0,834,772,2.0,295,6,295
20686.0,109,772,2.0,296,6,296
20688.0,838,772,2.0,288,6,288
20689.0,146,772,2.0,291,6,291
20691.0,673,772,2.75,292,6,292
20705.0,749,772,2.75,297,6,297
20706.0,718,772,2.75,298,6,298
20706.0,640,735,3.5,299,6,299
20717.0,684,735,3.85,300,6,300
20741.0,819,735,4.0,302,6,302
20747.0,857,772,2.5,303,6,303
20749.0,845,772,2.5,301,6,301
20812.0,633,772,1.0,306,6,306
20838.0,13,772,1.0,311,7,311
20846.0,782,772,3.0,314,7,314
20846.0,622,735,3.25,312,7,312
20861.0,620,772,2.75,315,7,315
20861.0,66,772,2.0,316,7,316
20900.0,672,772,2.75,317,7,317
20921.0,819,735,4.5,320,7,320
20930.0,17,772,1.0,324,7,324
20938.0,664,772,2.25,322,7,322
20942.0,831,772,2.75,325,7,325
20955.0,812,735,3.75,332,7,332
20970.0,149,735,3.0,333,7,333
20986.0,726,772,1.0,336,7,336
20998.0,634,772,2.75,335,7,335
21028.0,149,772,2.75,342,7,342
21034.0,2,772,1.0,344,7,344
21045.0,791,772,2.65,345,7,345
21114.0,37,772,2.5,247,7,247
21151.0,74,772,2.5,255,7,255
21152.0,688,772,3.0,256,7,256
21158.0,743,772,2.5,258,7,258
21159.0,30,772,2.0,259,7,259
21161.0,764,772,2.0,254,7,254
21165.0,28,772,2.75,257,7,257
21270.0,848,735,4.08,271,8,271
21435.0,656,772,2.5,304,8,304
21439.0,62,735,3.25,305,8,305
21456.0,693,772,2.75,307,8,307
21474.0,694,772,2.5,310,8,310
21488.0,854,772,2.65,313,8,313
21495.0,689,772,3.0,308,8,308
21496.0,823,772,2.0,309,8,309
21531.0,643,772,1.0,318,8,318
21553.0,18,772,1.0,319,9,319
21573.0,643,772,2.75,321,9,321
21585.0,47,772,3.0,323,9,323
21588.0,156,772,2.75,326,9,326
21590.0,785,772,2.75,327,9,327
21600.0,124,772,3.0,329,9,329
21601.0,140,772,2.0,331,9,331
21608.0,157,772,1.0,328,9,328
21611.0,31,735,3.8,330,9,330
21617.0,632,772,2.5,334,9,334
21641.0,641,772,2.75,337,9,337
21647.0,676,735,4.0,338,9,338
21662.0,862,735,2.5,339,9,339
21664.0,126,772,2.0,340,9,340
21666.0,689,735,4.25,341,9,341
21686.0,127,772,2.0,343,9,343
21705.0,685,772,2.0,347,9,347
21711.0,23,772,1.0,346,9,346
21749.0,84,772,2.75,236,9,236
21751.0,60,864,4.25,237,9,237
21768.0,815,772,2.25,235,9,235
21805.0,155,772,2.75,240,9,240
21820.0,852,772,1.5,239,9,239
21820.0,689,772,3.25,238,9,238
21833.0,836,772,2.75,242,9,242
21841.0,55,772,2.0,241,9,241
21848.0,61,772,2.0,243,9,243
21864.0,839,772,3.0,244,9,244
21925.0,770,772,2.0,245,10,245
21953.0,765,735,4.4,246,10,246
22004.0,695,772,2.0,381,10,381
22019.0,625,772,2.75,234,10,234
22090.0,629,772,2.5,351,10,351
22099.0,756,772,2.5,361,10,361
22103.0,824,772,1.0,363,10,363
22105.0,52,772,2.25,359,10,359
22119.0,125,772,2.0,355,10,355
22122.0,123,772,2.75,372,10,372
22125.0,117,772,3.0,374,10,374
22130.0,624,772,2.5,366,10,366
22130.0,143,772,2.5,367,10,367
22130.0,81,772,2.75,368,10,368
22141.0,869,772,1.0,365,10,365
22147.0,85,772,2.75,382,10,382
22159.0,24,772,2.0,383,10,383
22166.0,756,735,4.5,378,10,378
22166.0,754,772,2.75,377,10,377
22170.0,631,772,2.75,385,10,385
22176.0,865,772,2.5,387,10,387
22186.0,730,772,2.5,388,10,388
22198.0,619,772,2.25,391,10,391
22207.0,679,735,3.75,390,10,390
22209.0,709,735,3.0,393,10,393
22229.0,808,772,3.0,400,10,400
22229.0,771,772,1.0,399,10,399
22242.0,651,772,2.75,398,10,398
22245.0,21,772,1.0,405,10,405
22248.0,779,772,2.5,409,10,409
22257.0,746,735,3.5,408,10,408
22272.0,844,772,2.5,413,10,413
22284.0,707,735,4.0,414,11,414
22296.0,47,772,3.25,418,11,418
22298.0,776,772,2.75,419,11,419
22302.0,49,772,2.5,421,11,421
22305.0,37,772,3.0,417,11,417
22308.0,811,772,3.0,420,11,420
22319.0,101,772,2.75,422,11,422
22343.0,741,813,3.81,423,11,423
22354.0,721,772,3.0,424,11,424
22373.0,725,772,1.0,427,11,427
22373.0,1,772,3.0,426,11,426
22379.0,856,772,2.75,425,11,425
22386.0,70,735,4.0,428,11,428
22387.0,638,772,2.0,429,11,429
22411.0,701,772,2.5,431,11,431
22411.0,141,772,3.0,432,11,432
22414.0,872,772,3.27,430,11,430
22421.0,759,772,1.0,433,11,433
22427.0,863,735,3.81,434,11,434
22445.0,731,772,1.0,435,11,435
22447.0,861,772,3.0,437,11,437
22448.0,766,772,3.0,438,11,438
22457.0,627,772,3.0,436,11,436
22458.0,119,772,3.27,439,11,439
22468.0,154,772,7.6,441,11,441
22470.0,77,772,3.0,442,11,442
22474.0,692,735,4.36,443,11,443
22478.0,848,735,4.0,440,11,440
22485.0,142,772,2.75,444,11,444
22487.0,801,772,2.5,445,11,445
22491.0,814,735,4.36,447,11,447
22494.0,145,772,2.0,447,11,447
22501.0,829,772,2.0,449,11,449
22503.0,56,772,3.2,446,11,446
22508.0,80,735,4.25,448,11,448
22520.0,48,772,2.5,450,11,450
22520.0,15,772,3.0,451,11,451
22544.0,42,735,6.53,453,11,453
22545.0,779,735,4.5,454,11,454
22556.0,842,772,2.75,455,11,455
22561.0,690,772,3.5,456,11,456
22562.0,693,772,3.0,452,11,452
22568.0,738,772,2.75,460,11,460
22569.0,648,772,2.75,461,11,461
22575.0,133,772,2.5,464,11,464
22576.0,835,772,2.5,465,11,465
22577.0,756,772,2.75,459,11,459
22583.0,657,772,3.0,462,11,462
22583.0,653,772,3.0,463,11,463
22589.0,751,772,3.0,457,11,457
22590.0,34,772,2.75,458,11,458
22602.0,763,772,6.5,466,11,466
22603.0,628,772,3.0,467,11,467
22604.0,797,772,3.0,469,11,469
22604.0,662,772,2.5,468,11,468
22617.0,816,772,3.25,472,11,472
22618.0,644,639,5.5,473,11,473
22623.0,853,772,3.5,476,11,476
22625.0,738,772,3.0,479,11,479
22630.0,121,772,3.5,474,11,474
22632.0,97,772,3.25,475,11,475
22635.0,840,772,3.0,477,11,477
22635.0,69,772,2.5,478,11,478
22638.0,832,772,4.0,470,11,470
22638.0,138,772,3.0,471,11,471
22639.0,138,772,3.0,471,11,471
22645.0,758,639,5.0,487,11,487
22651.0,809,772,2.75,490,12,490
22652.0,793,772,3.0,484,12,484
22652.0,715,772,2.5,485,12,485
22655.0,706,772,3.0,486,12,486
22659.0,649,772,3.0,488,12,488
22660.0,807,772,3.0,489,12,489
22663.0,98,772,2.5,480,12,480
22664.0,82,772,3.0,483,12,483
22665.0,870,772,3.0,481,12,481
22665.0,711,772,3.0,482,12,482
22666.0,660,772,3.0,491,12,491
22673.0,655,772,2.75,496,12,496
22679.0,822,772,2.75,492,12,492
22680.0,682,772,3.0,493,12,493
22680.0,46,827,3.5,494,12,494
22681.0,802,772,2.75,495,12,495
22694.0,833,772,3.27,349,12,349
22702.0,674,772,3.0,348,12,348
22707.0,786,772,3.0,350,12,350
22716.0,103,772,3.0,353,12,353
22722.0,63,772,2.75,354,12,354
22726.0,692,735,4.9,352,12,352
22741.0,768,772,2.0,358,12,358
22744.0,111,772,2.75,360,12,360
22751.0,858,772,3.5,357,12,357
22757.0,45,772,3.24,362,12,362
22763.0,130,772,3.25,356,12,356
22771.0,818,772,2.75,373,12,373
22772.0,799,772,2.75,375,12,375
22777.0,618,772,3.76,369,12,369
22778.0,855,735,4.5,370,12,370
22778.0,91,772,3.0,371,12,371
22785.0,107,772,2.75,376,12,376
22786.0,728,772,3.0,364,12,364
22792.0,120,772,3.26,379,12,379
22793.0,626,772,3.0,380,12,380
22800.0,767,772,3.0,384,12,384
22827.0,637,772,3.0,386,12,386
22834.0,153,772,3.0,389,12,389
22847.0,54,772,3.0,394,12,394
22848.0,118,772,3.25,395,12,395
22849.0,136,772,3.0,397,12,397
22855.0,755,735,4.35,392,12,392
22859.0,51,772,3.81,396,12,396
22869.0,83,772,2.5,402,12,402
22870.0,785,772,3.5,403,12,403
22875.0,736,772,3.0,401,12,401
22893.0,712,772,3.35,407,12,407
22897.0,775,772,3.0,411,12,411
22897.0,635,772,3.5,410,12,410
22903.0,790,772,1.0,406,12,406
22912.0,652,772,3.25,404,12,404
22921.0,742,772,2.75,415,12,415
22926.0,729,772,3.0,412,12,412
22932.0,33,772,3.0,416,12,416
