2,78,193.0,2.0
3,70,60.0,1.0
13,50,29.0,1.0
17,55,85.0,1.0
18,90,21.0,1.0
18,4,169.0,2.0
18,6,95.0,2.0
18,7,86.0,1.0
18,9,15.0,1.0
18,23,41.0,1.0
18,24,113.0,2.0
18,36,36.0,1.0
18,41,31.0,1.0
18,63,46.0,1.0
18,64,51.0,1.0
18,65,90.0,1.0
18,66,93.0,1.0
18,67,66.0,1.0
18,69,210.0,3.0
18,80,81.0,1.0
30,16,98.0,2.0
30,47,13.0,1.0
30,49,2.0,1.0
30,48,30.0,1.0
32,0,82.0,1.0
32,11,65.0,1.0
32,12,47.0,1.0
32,71,27.0,1.0
32,76,34.0,1.0
32,85,32.0,1.0
38,23,11.0,1.0
38,40,12.0,1.0
38,72,88.0,1.0
38,79,54.0,1.0
38,82,99.0,1.0
39,5,153.0,2.0
44,60,37.0,1.0
44,26,44.0,1.0
45,28,45.0,1.0
45,42,64.0,1.0
45,75,53.0,1.0
53,55,68.0,1.0
53,88,14.0,1.0
73,19,67.0,1.0
73,31,57.0,1.0
73,52,59.0,1.0
73,61,62.0,1.0
73,62,72.0,1.0
73,83,52.0,1.0
73,84,48.0,1.0
77,51,91.0,1.0
81,93,16.0,1.0
86,34,95.0,1.0
87,29,71.0,1.0
91,1,31.0,2.0
91,8,7.0,1.0
91,10,17.0,1.0
91,21,22.0,1.0
91,25,56.0,1.0
91,27,102.0,2.0
91,33,90.0,3.0
91,46,48.0,2.0
91,54,14.0,2.0
91,59,23.0,1.0
91,68,61.0,1.0
91,89,1.0,1.0
91,92,57.0,3.0
91,14,76.0,2.0
91,15,43.0,1.0
91,20,55.0,1.0
91,22,84.0,1.0
91,35,210.0,3.0
91,37,87.0,1.0
91,43,40.0,1.0
91,56,73.0,1.0
91,57,35.0,1.0
91,58,83.0,1.0
91,74,78.0,1.0
91,78,5.0,1.0
2,55,76.0,1.0
