-100,-100,-100,6,1331.0
-100,-100,-100,28,1138.0
-100,-100,-100,0,835.0
-100,-100,-100,67,718.0
-100,-100,-100,117,426.0
-100,-100,-100,121,390.0
-100,-100,-100,75,342.0
-100,-100,-100,132,274.0
-100,-100,-100,139,266.0
-100,-100,-100,149,254.0
-100,-100,-100,21,224.0
-100,-100,-100,59,218.0
-100,-100,-100,25,194.0
-100,-100,-100,88,194.0
-100,-100,-100,33,191.0
-100,-100,-100,114,187.0
-100,-100,-100,15,184.0
-100,-100,-100,1,180.0
-100,-100,-100,82,180.0
-100,-100,-100,27,172.0
-100,-100,-100,166,158.0
-100,-100,-100,173,157.0
-100,-100,-100,51,145.0
-100,-100,-100,148,144.0
-100,-100,-100,86,141.0
-100,-100,-100,46,135.0
-100,-100,-100,69,129.0
-100,-100,-100,130,127.0
-100,-100,-100,85,124.0
-100,-100,-100,99,122.0
-100,-100,-100,118,116.0
-100,-100,-100,29,113.0
-100,-100,-100,144,110.0
-100,-100,-100,167,103.0
-100,-100,-100,32,102.0
-100,-100,-100,170,102.0
-100,-100,-100,43,100.0
-100,-100,-100,168,100.0
-100,-100,-100,127,99.0
-100,-100,-100,12,96.0
-100,-100,-100,30,93.0
-100,-100,-100,58,93.0
-100,-100,-100,92,93.0
-100,-100,-100,57,91.0
-100,-100,-100,62,90.0
-100,-100,-100,110,88.0
-100,-100,-100,16,86.0
-100,-100,-100,83,86.0
-100,-100,-100,13,81.0
-100,-100,-100,115,80.0
-100,-100,-100,10,77.0
-100,-100,-100,45,74.0
-100,-100,-100,53,73.0
-100,-100,-100,140,73.0
-100,-100,-100,66,72.0
-100,-100,-100,112,72.0
-100,-100,-100,40,70.0
-100,-100,-100,73,68.0
-100,-100,-100,81,66.0
-100,-100,-100,39,65.0
-100,-100,-100,172,64.0
-100,-100,-100,26,63.0
-100,-100,-100,135,63.0
-100,-100,-100,90,61.0
-100,-100,-100,134,59.0
-100,-100,-100,171,59.0
-100,-100,-100,72,58.0
-100,-100,-100,84,57.0
-100,-100,-100,169,56.0
-100,-100,-100,34,55.0
-100,-100,-100,52,54.0
-100,-100,-100,111,54.0
-100,-100,-100,123,54.0
-100,-100,-100,35,53.0
-100,-100,-100,61,53.0
-100,-100,-100,89,53.0
-100,-100,-100,44,52.0
-100,-100,-100,48,52.0
