-100,-100,-100,65,52.0
-100,-100,-100,7,19.0
-100,-100,-100,64,10.0
-100,-100,-100,-1,3.0
-100,-100,-100,3,2.0
-100,-100,-100,21,2.0
-100,-100,-100,29,2.0
-100,-100,-100,5,1.0
-100,-100,-100,13,1.0
-100,-100,-100,20,1.0
-100,-100,-100,26,1.0
-100,-100,-100,27,1.0
-100,-100,-100,28,1.0
-100,-100,-100,44,1.0
-100,-100,-100,54,1.0
-100,-100,-100,56,1.0
-100,-100,-100,58,1.0
20,-100,-100,20,1.0
27,-100,-100,27,1.0
28,-100,-100,28,1.0
44,-100,-100,44,1.0
5,-100,-100,5,1.0
54,-100,-100,54,1.0
26,-100,-100,26,1.0
56,-100,-100,56,1.0
58,-100,-100,58,1.0
29,-100,-100,29,2.0
3,-100,-100,3,2.0
13,-100,-100,13,1.0
64,-100,-100,64,10.0
21,-100,-100,21,2.0
-1,-100,-100,-1,3.0
7,-100,-100,7,19.0
65,-100,-100,65,52.0
7,0,-100,7,1.0
-100,0,-100,7,1.0
7,1,-100,7,1.0
-100,1,-100,7,1.0
20,4,-100,20,1.0
-100,4,-100,20,1.0
65,6,-100,65,2.0
-100,6,-100,65,2.0
7,8,-100,7,1.0
-100,8,-100,7,1.0
7,9,-100,7,1.0
-100,9,-100,7,1.0
65,10,-100,65,2.0
-100,10,-100,65,2.0
64,11,-100,64,8.0
-100,11,-100,64,8.0
64,12,-100,64,1.0
-100,12,-100,64,1.0
26,14,-100,26,1.0
-100,14,-100,26,1.0
65,15,-100,65,1.0
-100,15,-100,65,1.0
58,17,-100,58,1.0
-100,17,-100,58,1.0
-1,16,-100,-1,2.0
-100,16,-100,-1,2.0
-1,19,-100,-1,1.0
-100,19,-100,-1,1.0
65,22,-100,65,13.0
-100,22,-100,65,13.0
65,23,-100,65,1.0
-100,23,-100,65,1.0
7,24,-100,7,2.0
-100,24,-100,7,2.0
65,25,-100,65,1.0
-100,25,-100,65,1.0
65,30,-100,65,1.0
-100,30,-100,65,1.0
21,31,-100,21,1.0
-100,31,-100,21,1.0
65,38,-100,65,2.0
-100,38,-100,65,2.0
21,32,-100,21,1.0
-100,32,-100,21,1.0
7,33,-100,7,1.0
-100,33,-100,7,1.0
65,34,-100,65,7.0
-100,34,-100,65,7.0
65,35,-100,65,1.0
-100,35,-100,65,1.0
65,36,-100,65,3.0
-100,36,-100,65,3.0
5,37,-100,5,1.0
-100,37,-100,5,1.0
65,47,-100,65,2.0
-100,47,-100,65,2.0
7,39,-100,7,1.0
-100,39,-100,7,1.0
7,40,-100,7,1.0
-100,40,-100,7,1.0
7,41,-100,7,1.0
-100,41,-100,7,1.0
54,42,-100,54,1.0
-100,42,-100,54,1.0
27,43,-100,27,1.0
-100,43,-100,27,1.0
7,45,-100,7,1.0
-100,45,-100,7,1.0
65,48,-100,65,4.0
-100,48,-100,65,4.0
7,49,-100,7,1.0
-100,49,-100,7,1.0
64,50,-100,64,1.0
-100,50,-100,64,1.0
65,51,-100,65,1.0
-100,51,-100,65,1.0
65,52,-100,65,1.0
-100,52,-100,65,1.0
7,53,-100,7,1.0
-100,53,-100,7,1.0
29,55,-100,29,1.0
-100,55,-100,29,1.0
65,57,-100,65,2.0
-100,57,-100,65,2.0
13,59,-100,13,1.0
-100,59,-100,13,1.0
28,60,-100,28,1.0
-100,60,-100,28,1.0
7,61,-100,7,1.0
-100,61,-100,7,1.0
7,62,-100,7,1.0
-100,62,-100,7,1.0
65,63,-100,65,2.0
-100,63,-100,65,2.0
44,66,-100,44,1.0
-100,66,-100,44,1.0
7,67,-100,7,1.0
-100,67,-100,7,1.0
65,68,-100,65,1.0
-100,68,-100,65,1.0
7,69,-100,7,1.0
-100,69,-100,7,1.0
3,70,-100,3,2.0
-100,70,-100,3,2.0
65,71,-100,65,1.0
-100,71,-100,65,1.0
29,72,-100,29,1.0
-100,72,-100,29,1.0
65,73,-100,65,3.0
-100,73,-100,65,3.0
65,74,-100,65,1.0
-100,74,-100,65,1.0
7,75,-100,7,1.0
-100,75,-100,7,1.0
7,76,-100,7,1.0
-100,76,-100,7,1.0
56,77,-100,56,1.0
-100,77,-100,56,1.0
-1,-100,-1,-1,3.0
-1,16,-1,-1,2.0
-100,16,-1,-1,2.0
-1,19,-1,-1,1.0
-100,19,-1,-1,1.0
-100,-100,-1,-1,3.0
28,-100,2,28,1.0
54,-100,2,54,1.0
26,-100,2,26,1.0
56,-100,2,56,1.0
29,-100,2,29,2.0
7,-100,2,7,19.0
7,0,2,7,1.0
-100,0,2,7,1.0
7,1,2,7,1.0
-100,1,2,7,1.0
7,8,2,7,1.0
-100,8,2,7,1.0
7,9,2,7,1.0
-100,9,2,7,1.0
26,14,2,26,1.0
-100,14,2,26,1.0
7,24,2,7,2.0
-100,24,2,7,2.0
7,33,2,7,1.0
-100,33,2,7,1.0
7,39,2,7,1.0
-100,39,2,7,1.0
7,40,2,7,1.0
-100,40,2,7,1.0
7,41,2,7,1.0
-100,41,2,7,1.0
54,42,2,54,1.0
-100,42,2,54,1.0
7,45,2,7,1.0
-100,45,2,7,1.0
7,49,2,7,1.0
-100,49,2,7,1.0
7,53,2,7,1.0
-100,53,2,7,1.0
29,55,2,29,1.0
-100,55,2,29,1.0
28,60,2,28,1.0
-100,60,2,28,1.0
7,61,2,7,1.0
-100,61,2,7,1.0
7,62,2,7,1.0
-100,62,2,7,1.0
7,67,2,7,1.0
-100,67,2,7,1.0
7,69,2,7,1.0
-100,69,2,7,1.0
29,72,2,29,1.0
-100,72,2,29,1.0
7,75,2,7,1.0
-100,75,2,7,1.0
7,76,2,7,1.0
-100,76,2,7,1.0
56,77,2,56,1.0
-100,77,2,56,1.0
-100,-100,2,7,19.0
-100,-100,2,29,2.0
-100,-100,2,26,1.0
-100,-100,2,28,1.0
-100,-100,2,54,1.0
-100,-100,2,56,1.0
3,-100,3,3,2.0
3,70,3,3,2.0
-100,70,3,3,2.0
-100,-100,3,3,2.0
20,-100,18,20,1.0
27,-100,18,27,1.0
