128,0,0,177,-1,-1,1,129,0.03994478048437,1470,174,0.8387755102040816,2,30,134,0,.,39,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,31,74,31,74
128,1,1,179,0,177,2,129,0.025424280026912438,1054,174,0.8956356736242884,2,87,134,162,0.7170068027210884,117,175,-1,-1,-1,-1,-1,-1,-1,175,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,126,42,126,42
128,2,1,173,0,177,2,129,0.09817801210671095,416,174,0.6947115384615384,2,105,134,163,0.2829931972789116,81,180,-1,-1,-1,-1,-1,-1,-1,180,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,82,45,82,45
128,3,2,170,1,179,1,129,0.11945024186160147,88,174,0.6704545454545454,2,116,134,164,0.08349146110056926,107,4,-1,-1,-1,-1,-1,-1,-1,175,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,110,83,110,83
128,4,2,-1,1,179,3,171,0.0,966,174,0.9161490683229814,0,23,134,165,0.9165085388994307,112,15,-1,-1,-1,-1,-1,-1,-1,175,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,15,-1,-1,-1,-1,-1,-1,122,121,122,121
128,5,2,127,2,173,2,129,0.06482508164874501,147,180,0.5374149659863946,2,125,134,156,0.35336538461538464,37,6,-1,-1,-1,-1,-1,-1,-1,180,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,114,118,114,118
128,6,2,170,2,173,1,129,0.05810055153905169,269,174,0.8215613382899628,2,40,134,157,0.6466346153846154,58,17,-1,-1,-1,-1,-1,-1,-1,180,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,72,101,72,101
128,7,3,127,3,170,2,129,0.12703281997855798,60,174,0.55,2,48,134,153,0.6818181818181818,98,138,-1,-1,-1,-1,138,-1,-1,175,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,95,78,95,78
128,8,3,-1,3,170,3,171,0.0,28,174,0.9285714285714286,0,23,134,155,0.3181818181818182,35,178,-1,-1,-1,-1,178,-1,-1,175,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,77,61,77,61
128,9,3,176,5,127,2,129,0.09817127579917362,88,180,0.6590909090909091,2,52,134,166,0.5986394557823129,107,7,-1,-1,-1,-1,-1,-1,-1,180,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,91,109,91,109
128,10,3,130,5,127,2,129,0.10751413171958901,59,174,0.6440677966101694,2,57,134,168,0.4013605442176871,97,18,-1,-1,-1,-1,-1,-1,-1,180,18,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,96,68,96,68
128,11,3,176,6,170,2,129,0.04823504233920145,170,174,0.9058823529411765,2,59,134,152,0.6319702602230484,41,135,-1,-1,-1,-1,135,-1,-1,180,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,53,55,53,55
128,12,3,131,6,170,2,129,0.14043232348940515,99,174,0.6767676767676768,2,70,134,154,0.3680297397769517,111,141,-1,-1,-1,-1,137,-1,-1,180,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,113,94,113,94
128,13,4,136,7,127,2,129,0.14201223431908405,52,180,0.5192307692307693,2,73,134,167,0.8666666666666667,90,8,-1,-1,-1,-1,138,-1,-1,175,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,75,79,75,79
128,14,4,-1,7,127,3,171,0.0,8,174,1.0,0,23,134,169,0.13333333333333333,26,19,-1,-1,-1,-1,138,-1,-1,175,19,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,119,-1,119,-1
128,15,4,170,9,176,1,129,0.11423795943168835,75,180,0.6,2,76,134,158,0.8522727272727273,106,9,-1,-1,-1,-1,-1,-1,-1,180,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,-1,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,92,100,92,100
128,16,4,-1,9,176,3,171,0.0,13,180,1.0,0,23,134,160,0.14772727272727273,28,20,-1,-1,-1,-1,-1,-1,-1,180,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,-1,20,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,46,-1,46
128,17,4,132,10,130,1,129,0.13641508551093806,50,174,0.58,2,80,134,142,0.847457627118644,89,2,-1,-1,-1,-1,-1,-1,-1,180,18,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,84,69,84,69
128,18,4,-1,10,130,3,171,0.0,9,174,1.0,0,23,134,143,0.15254237288135594,27,13,-1,-1,-1,-1,-1,-1,-1,180,18,12,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,123,-1,123,-1
128,19,4,-1,11,176,3,171,0.0,149,174,0.9395973154362416,0,23,134,159,0.8764705882352941,38,11,-1,-1,-1,-1,135,-1,-1,180,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16,-1,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,124,50,124
128,20,4,133,11,176,2,129,0.32792549461717035,21,174,0.6666666666666666,2,86,134,161,0.12352941176470589,33,22,-1,-1,-1,-1,135,-1,-1,180,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16,-1,22,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,49,115,49,115
128,21,4,-1,12,131,3,171,0.0,67,174,0.8208955223880597,0,23,134,144,0.6767676767676768,99,3,-1,-1,-1,-1,137,-1,-1,180,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,108,43,108,43
128,22,4,-1,12,131,3,171,0.0,32,180,0.625,0,23,134,145,0.32323232323232326,63,14,-1,-1,-1,-1,137,-1,-1,180,-1,-1,14,-1,-1,-1,-1,-1,-1,-1,-1,16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,44,66,44,66
128,23,5,-1,13,136,3,171,0.0,22,180,0.7727272727272727,0,23,134,150,0.4230769230769231,34,10,-1,-1,-1,-1,138,-1,-1,175,8,-1,-1,-1,-1,-1,-1,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,103,56,103,56
128,24,5,-1,13,136,3,171,0.0,30,174,0.6666666666666666,0,23,134,151,0.5769230769230769,62,21,-1,-1,-1,-1,138,-1,-1,175,8,-1,-1,-1,-1,-1,-1,21,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,67,36,67,36
128,25,5,-1,15,170,3,171,0.0,38,180,0.7894736842105263,0,23,134,153,0.5066666666666667,65,138,-1,-1,-1,-1,138,-1,-1,180,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,-1,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,120,93,120,93
128,26,5,-1,15,170,3,171,0.0,37,174,0.5945945945945946,0,23,134,155,0.49333333333333335,64,178,-1,-1,-1,-1,178,-1,-1,180,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,-1,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,71,51,71,51
128,27,5,-1,17,132,3,171,0.0,5,180,1.0,0,23,134,146,0.1,24,140,-1,-1,139,-1,-1,-1,-1,180,18,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,102,-1,102
